进程名称,设备型号,运行日期,前台时长_秒,后台时长_秒,前台能耗_mAh,后台能耗_mAh,前台单位时间能耗_mAh每小时,后台单位时间能耗_mAh每小时,总单位时间能耗_mAh每小时,设备电量,异常分数,异常特征,分析结果
com.android.chrome,vivo iQOO 9,2025-05-23,5680,1461,1600,389,1014.08,958.52,1002.72,22,-0.0996885299687161,前台运行时间过长(1.58小时)、前台能耗过高(1600mAh)、后台能耗过高(389mAh)、前台单位时间能耗过高(1014.08mAh/小时)、后台单位时间能耗过高(958.52mAh/小时)、总单位时间能耗过高(1002.72mAh/小时)、设备电量较低(22%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.android.chrome
设备型号：vivo iQOO 9
系统版本：V13.0.1.0
运行时段：2025-05-23 14:57:52 至 2025-05-23 16:56:53

### 2. 运行时间异常分析
前台运行时长：94.7分钟
后台运行时长：24.4分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1600mAh
后台能耗：389mAh
前台单位时间能耗：1014.08mAh/小时
后台单位时间能耗：958.52mAh/小时
总单位时间能耗：1002.72mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：22%
屏幕状态：开启
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0997 (分数越低越异常)
检测到的异常特征：前台运行时间过长(1.58小时)、前台能耗过高(1600mAh)、后台能耗过高(389mAh)、前台单位时间能耗过高(1014.08mAh/小时)、后台单位时间能耗过高(958.52mAh/小时)、总单位时间能耗过高(1002.72mAh/小时)、设备电量较低(22%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.tencent.mobileqq,vivo X90,2025-05-23,27272,381,1323,563,174.64,5319.69,245.53,10,-0.0716522368729918,前台运行时间过长(7.58小时)、前台能耗过高(1323mAh)、后台能耗过高(563mAh)、前台单位时间能耗过高(174.64mAh/小时)、后台单位时间能耗过高(5319.69mAh/小时)、总单位时间能耗过高(245.53mAh/小时)、设备电量较低(10%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.tencent.mobileqq
设备型号：vivo X90
系统版本：V12.5.3.0
运行时段：2025-05-23 21:59:52 至 2025-05-24 05:40:45

### 2. 运行时间异常分析
前台运行时长：454.5分钟
后台运行时长：6.3分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1323mAh
后台能耗：563mAh
前台单位时间能耗：174.64mAh/小时
后台单位时间能耗：5319.69mAh/小时
总单位时间能耗：245.53mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：10%
屏幕状态：开启
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0717 (分数越低越异常)
检测到的异常特征：前台运行时间过长(7.58小时)、前台能耗过高(1323mAh)、后台能耗过高(563mAh)、前台单位时间能耗过高(174.64mAh/小时)、后台单位时间能耗过高(5319.69mAh/小时)、总单位时间能耗过高(245.53mAh/小时)、设备电量较低(10%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.UCMobile,vivo X90,2025-06-01,14811,879,1722,208,418.55,851.88,442.83,23,-0.047703007770005,前台运行时间过长(4.11小时)、前台能耗过高(1722mAh)、后台能耗过高(208mAh)、前台单位时间能耗过高(418.55mAh/小时)、后台单位时间能耗过高(851.88mAh/小时)、总单位时间能耗过高(442.83mAh/小时)、设备电量较低(23%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.UCMobile
设备型号：vivo X90
系统版本：V13.1.2.0
运行时段：2025-06-01 11:50:52 至 2025-06-01 16:12:22

### 2. 运行时间异常分析
前台运行时长：246.8分钟
后台运行时长：14.7分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1722mAh
后台能耗：208mAh
前台单位时间能耗：418.55mAh/小时
后台单位时间能耗：851.88mAh/小时
总单位时间能耗：442.83mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：23%
屏幕状态：开启
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0477 (分数越低越异常)
检测到的异常特征：前台运行时间过长(4.11小时)、前台能耗过高(1722mAh)、后台能耗过高(208mAh)、前台单位时间能耗过高(418.55mAh/小时)、后台单位时间能耗过高(851.88mAh/小时)、总单位时间能耗过高(442.83mAh/小时)、设备电量较低(23%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.android.chrome,vivo iQOO 9,2025-05-18,26276,547,1785,756,244.56,4975.5,341.04,13,-0.0762007692919487,前台运行时间过长(7.30小时)、前台能耗过高(1785mAh)、后台能耗过高(756mAh)、前台单位时间能耗过高(244.56mAh/小时)、后台单位时间能耗过高(4975.50mAh/小时)、总单位时间能耗过高(341.04mAh/小时)、设备电量较低(13%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.android.chrome
设备型号：vivo iQOO 9
系统版本：V12.1.0.0
运行时段：2025-05-18 04:50:52 至 2025-05-18 12:17:55

### 2. 运行时间异常分析
前台运行时长：437.9分钟
后台运行时长：9.1分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1785mAh
后台能耗：756mAh
前台单位时间能耗：244.56mAh/小时
后台单位时间能耗：4975.50mAh/小时
总单位时间能耗：341.04mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：13%
屏幕状态：关闭
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0762 (分数越低越异常)
检测到的异常特征：前台运行时间过长(7.30小时)、前台能耗过高(1785mAh)、后台能耗过高(756mAh)、前台单位时间能耗过高(244.56mAh/小时)、后台单位时间能耗过高(4975.50mAh/小时)、总单位时间能耗过高(341.04mAh/小时)、设备电量较低(13%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.alibaba.android.rimet,vivo S15,2025-05-07,22534,875,1988,485,317.6,1995.43,380.32,14,-0.0555974307337228,前台运行时间过长(6.26小时)、前台能耗过高(1988mAh)、后台能耗过高(485mAh)、前台单位时间能耗过高(317.60mAh/小时)、后台单位时间能耗过高(1995.43mAh/小时)、总单位时间能耗过高(380.32mAh/小时)、设备电量较低(14%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.alibaba.android.rimet
设备型号：vivo S15
系统版本：V13.0.1.0
运行时段：2025-05-07 17:13:52 至 2025-05-07 23:44:01

### 2. 运行时间异常分析
前台运行时长：375.6分钟
后台运行时长：14.6分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1988mAh
后台能耗：485mAh
前台单位时间能耗：317.60mAh/小时
后台单位时间能耗：1995.43mAh/小时
总单位时间能耗：380.32mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：14%
屏幕状态：开启
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0556 (分数越低越异常)
检测到的异常特征：前台运行时间过长(6.26小时)、前台能耗过高(1988mAh)、后台能耗过高(485mAh)、前台单位时间能耗过高(317.60mAh/小时)、后台单位时间能耗过高(1995.43mAh/小时)、总单位时间能耗过高(380.32mAh/小时)、设备电量较低(14%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.eg.android.AlipayGphone,vivo X80,2025-05-21,26886,1580,1443,464,193.22,1057.22,241.17,25,-0.0488882157935354,前台运行时间过长(7.47小时)、前台能耗过高(1443mAh)、后台能耗过高(464mAh)、前台单位时间能耗过高(193.22mAh/小时)、后台单位时间能耗过高(1057.22mAh/小时)、总单位时间能耗过高(241.17mAh/小时)、设备电量较低(25%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.eg.android.AlipayGphone
设备型号：vivo X80
系统版本：V12.5.3.0
运行时段：2025-05-21 22:00:52 至 2025-05-22 05:55:18

### 2. 运行时间异常分析
前台运行时长：448.1分钟
后台运行时长：26.3分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1443mAh
后台能耗：464mAh
前台单位时间能耗：193.22mAh/小时
后台单位时间能耗：1057.22mAh/小时
总单位时间能耗：241.17mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：25%
屏幕状态：开启
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0489 (分数越低越异常)
检测到的异常特征：前台运行时间过长(7.47小时)、前台能耗过高(1443mAh)、后台能耗过高(464mAh)、前台单位时间能耗过高(193.22mAh/小时)、后台单位时间能耗过高(1057.22mAh/小时)、总单位时间能耗过高(241.17mAh/小时)、设备电量较低(25%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.tencent.qqlive,vivo S15,2025-05-24,18363,1704,757,660,148.41,1394.37,254.21,30,-0.0496392777058286,前台运行时间过长(5.10小时)、前台能耗过高(757mAh)、后台能耗过高(660mAh)、后台单位时间能耗过高(1394.37mAh/小时)、总单位时间能耗过高(254.21mAh/小时)、设备电量较低(30%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.tencent.qqlive
设备型号：vivo S15
系统版本：V13.1.2.0
运行时段：2025-05-24 16:19:52 至 2025-05-24 21:54:19

### 2. 运行时间异常分析
前台运行时长：306.1分钟
后台运行时长：28.4分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：757mAh
后台能耗：660mAh
前台单位时间能耗：148.41mAh/小时
后台单位时间能耗：1394.37mAh/小时
总单位时间能耗：254.21mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：30%
屏幕状态：关闭
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0496 (分数越低越异常)
检测到的异常特征：前台运行时间过长(5.10小时)、前台能耗过高(757mAh)、后台能耗过高(660mAh)、后台单位时间能耗过高(1394.37mAh/小时)、总单位时间能耗过高(254.21mAh/小时)、设备电量较低(30%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.taobao.taobao,vivo iQOO 9,2025-05-12,22535,878,763,599,121.89,2456.04,209.42,33,-0.0486633598629147,前台运行时间过长(6.26小时)、前台能耗过高(763mAh)、后台能耗过高(599mAh)、后台单位时间能耗过高(2456.04mAh/小时)、总单位时间能耗过高(209.42mAh/小时)、设备电量较低(33%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.taobao.taobao
设备型号：vivo iQOO 9
系统版本：V12.1.0.0
运行时段：2025-05-12 20:12:52 至 2025-05-13 02:43:05

### 2. 运行时间异常分析
前台运行时长：375.6分钟
后台运行时长：14.6分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：763mAh
后台能耗：599mAh
前台单位时间能耗：121.89mAh/小时
后台单位时间能耗：2456.04mAh/小时
总单位时间能耗：209.42mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：33%
屏幕状态：开启
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0487 (分数越低越异常)
检测到的异常特征：前台运行时间过长(6.26小时)、前台能耗过高(763mAh)、后台能耗过高(599mAh)、后台单位时间能耗过高(2456.04mAh/小时)、总单位时间能耗过高(209.42mAh/小时)、设备电量较低(33%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.android.chrome,vivo X80,2025-05-12,26785,1113,661,785,88.84,2539.08,186.59,22,-0.0835335550051281,前台运行时间过长(7.44小时)、前台能耗过高(661mAh)、后台能耗过高(785mAh)、后台单位时间能耗过高(2539.08mAh/小时)、设备电量较低(22%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.android.chrome
设备型号：vivo X80
系统版本：V13.1.2.0
运行时段：2025-05-12 14:56:52 至 2025-05-12 22:41:50

### 2. 运行时间异常分析
前台运行时长：446.4分钟
后台运行时长：18.6分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：661mAh
后台能耗：785mAh
前台单位时间能耗：88.84mAh/小时
后台单位时间能耗：2539.08mAh/小时
总单位时间能耗：186.59mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。

### 4. 设备状态分析
设备电量：22%
屏幕状态：关闭
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0835 (分数越低越异常)
检测到的异常特征：前台运行时间过长(7.44小时)、前台能耗过高(661mAh)、后台能耗过高(785mAh)、后台单位时间能耗过高(2539.08mAh/小时)、设备电量较低(22%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议在低电量时限制高能耗操作
"
com.android.phone,vivo X90,2025-05-29,6010,996,1781,278,1066.82,1004.82,1058.01,16,-0.1032241023680637,前台运行时间过长(1.67小时)、前台能耗过高(1781mAh)、后台能耗过高(278mAh)、前台单位时间能耗过高(1066.82mAh/小时)、后台单位时间能耗过高(1004.82mAh/小时)、总单位时间能耗过高(1058.01mAh/小时)、设备电量较低(16%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.android.phone
设备型号：vivo X90
系统版本：V12.1.0.0
运行时段：2025-05-29 17:15:52 至 2025-05-29 19:12:38

### 2. 运行时间异常分析
前台运行时长：100.2分钟
后台运行时长：16.6分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1781mAh
后台能耗：278mAh
前台单位时间能耗：1066.82mAh/小时
后台单位时间能耗：1004.82mAh/小时
总单位时间能耗：1058.01mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：16%
屏幕状态：开启
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.1032 (分数越低越异常)
检测到的异常特征：前台运行时间过长(1.67小时)、前台能耗过高(1781mAh)、后台能耗过高(278mAh)、前台单位时间能耗过高(1066.82mAh/小时)、后台单位时间能耗过高(1004.82mAh/小时)、总单位时间能耗过高(1058.01mAh/小时)、设备电量较低(16%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.baidu.BaiduMap,vivo Y76s,2025-05-28,9454,1350,1661,232,632.49,618.67,630.77,13,-0.0741428223720019,前台运行时间过长(2.63小时)、前台能耗过高(1661mAh)、后台能耗过高(232mAh)、前台单位时间能耗过高(632.49mAh/小时)、后台单位时间能耗过高(618.67mAh/小时)、总单位时间能耗过高(630.77mAh/小时)、设备电量较低(13%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.baidu.BaiduMap
设备型号：vivo Y76s
系统版本：V12.5.3.0
运行时段：2025-05-28 03:46:52 至 2025-05-28 06:46:56

### 2. 运行时间异常分析
前台运行时长：157.6分钟
后台运行时长：22.5分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1661mAh
后台能耗：232mAh
前台单位时间能耗：632.49mAh/小时
后台单位时间能耗：618.67mAh/小时
总单位时间能耗：630.77mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：13%
屏幕状态：开启
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0741 (分数越低越异常)
检测到的异常特征：前台运行时间过长(2.63小时)、前台能耗过高(1661mAh)、后台能耗过高(232mAh)、前台单位时间能耗过高(632.49mAh/小时)、后台单位时间能耗过高(618.67mAh/小时)、总单位时间能耗过高(630.77mAh/小时)、设备电量较低(13%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.netease.cloudmusic,vivo X80,2025-05-23,26262,259,1048,480,143.66,6671.81,207.41,25,-0.0607413212134628,前台运行时间过长(7.29小时)、前台能耗过高(1048mAh)、后台能耗过高(480mAh)、后台单位时间能耗过高(6671.81mAh/小时)、总单位时间能耗过高(207.41mAh/小时)、设备电量较低(25%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.netease.cloudmusic
设备型号：vivo X80
系统版本：V12.5.3.0
运行时段：2025-05-23 04:51:52 至 2025-05-23 12:13:53

### 2. 运行时间异常分析
前台运行时长：437.7分钟
后台运行时长：4.3分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1048mAh
后台能耗：480mAh
前台单位时间能耗：143.66mAh/小时
后台单位时间能耗：6671.81mAh/小时
总单位时间能耗：207.41mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：25%
屏幕状态：关闭
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0607 (分数越低越异常)
检测到的异常特征：前台运行时间过长(7.29小时)、前台能耗过高(1048mAh)、后台能耗过高(480mAh)、后台单位时间能耗过高(6671.81mAh/小时)、总单位时间能耗过高(207.41mAh/小时)、设备电量较低(25%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.ss.android.ugc.aweme,vivo X80,2025-05-13,9664,1030,1934,688,720.45,2404.66,882.66,33,-0.0886039182584997,前台运行时间过长(2.68小时)、前台能耗过高(1934mAh)、后台能耗过高(688mAh)、前台单位时间能耗过高(720.45mAh/小时)、后台单位时间能耗过高(2404.66mAh/小时)、总单位时间能耗过高(882.66mAh/小时)、设备电量较低(33%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.ss.android.ugc.aweme
设备型号：vivo X80
系统版本：V13.0.1.0
运行时段：2025-05-13 23:19:52 至 2025-05-14 02:18:06

### 2. 运行时间异常分析
前台运行时长：161.1分钟
后台运行时长：17.2分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1934mAh
后台能耗：688mAh
前台单位时间能耗：720.45mAh/小时
后台单位时间能耗：2404.66mAh/小时
总单位时间能耗：882.66mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：33%
屏幕状态：关闭
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0886 (分数越低越异常)
检测到的异常特征：前台运行时间过长(2.68小时)、前台能耗过高(1934mAh)、后台能耗过高(688mAh)、前台单位时间能耗过高(720.45mAh/小时)、后台单位时间能耗过高(2404.66mAh/小时)、总单位时间能耗过高(882.66mAh/小时)、设备电量较低(33%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.tencent.mobileqq,vivo X80,2025-05-14,152,2283,197,25,4665.79,39.42,328.21,74,-0.0064409525455345,前台单位时间能耗过高(4665.79mAh/小时)、总单位时间能耗过高(328.21mAh/小时),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.tencent.mobileqq
设备型号：vivo X80
系统版本：V12.5.3.0
运行时段：2025-05-14 13:12:52 至 2025-05-14 13:53:27

### 2. 运行时间异常分析
前台运行时长：2.5分钟
后台运行时长：38.0分钟

### 3. 能耗异常分析
前台能耗：197mAh
后台能耗：25mAh
前台单位时间能耗：4665.79mAh/小时
后台单位时间能耗：39.42mAh/小时
总单位时间能耗：328.21mAh/小时
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：74%
屏幕状态：关闭

### 5. 异常原因总结
异常分数：-0.0064 (分数越低越异常)
检测到的异常特征：前台单位时间能耗过高(4665.79mAh/小时)、总单位时间能耗过高(328.21mAh/小时)

### 6. 优化建议
- 建议优化算法和资源使用，提高能耗效率
"
com.jingdong.app.mall,vivo S15,2025-05-06,22453,494,1560,712,250.12,5188.66,356.44,19,-0.0575472561221297,前台运行时间过长(6.24小时)、前台能耗过高(1560mAh)、后台能耗过高(712mAh)、前台单位时间能耗过高(250.12mAh/小时)、后台单位时间能耗过高(5188.66mAh/小时)、总单位时间能耗过高(356.44mAh/小时)、设备电量较低(19%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.jingdong.app.mall
设备型号：vivo S15
系统版本：V12.1.0.0
运行时段：2025-05-06 03:47:52 至 2025-05-06 10:10:19

### 2. 运行时间异常分析
前台运行时长：374.2分钟
后台运行时长：8.2分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1560mAh
后台能耗：712mAh
前台单位时间能耗：250.12mAh/小时
后台单位时间能耗：5188.66mAh/小时
总单位时间能耗：356.44mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：19%
屏幕状态：关闭
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0575 (分数越低越异常)
检测到的异常特征：前台运行时间过长(6.24小时)、前台能耗过高(1560mAh)、后台能耗过高(712mAh)、前台单位时间能耗过高(250.12mAh/小时)、后台单位时间能耗过高(5188.66mAh/小时)、总单位时间能耗过高(356.44mAh/小时)、设备电量较低(19%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.tencent.mm,vivo iQOO 9,2025-05-04,4088,1788,1974,455,1738.36,916.11,1488.16,36,-0.138990604108202,前台运行时间过长(1.14小时)、前台能耗过高(1974mAh)、后台能耗过高(455mAh)、前台单位时间能耗过高(1738.36mAh/小时)、后台单位时间能耗过高(916.11mAh/小时)、总单位时间能耗过高(1488.16mAh/小时)、设备电量较低(36%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.tencent.mm
设备型号：vivo iQOO 9
系统版本：V13.1.2.0
运行时段：2025-05-04 15:29:52 至 2025-05-04 17:07:48

### 2. 运行时间异常分析
前台运行时长：68.1分钟
后台运行时长：29.8分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1974mAh
后台能耗：455mAh
前台单位时间能耗：1738.36mAh/小时
后台单位时间能耗：916.11mAh/小时
总单位时间能耗：1488.16mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：36%
屏幕状态：关闭
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.1390 (分数越低越异常)
检测到的异常特征：前台运行时间过长(1.14小时)、前台能耗过高(1974mAh)、后台能耗过高(455mAh)、前台单位时间能耗过高(1738.36mAh/小时)、后台单位时间能耗过高(916.11mAh/小时)、总单位时间能耗过高(1488.16mAh/小时)、设备电量较低(36%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
com.tencent.qqlive,vivo NEX 3S,2025-05-07,11789,1579,1611,502,491.95,1144.52,569.03,20,-0.0428024837064781,前台运行时间过长(3.27小时)、前台能耗过高(1611mAh)、后台能耗过高(502mAh)、前台单位时间能耗过高(491.95mAh/小时)、后台单位时间能耗过高(1144.52mAh/小时)、总单位时间能耗过高(569.03mAh/小时)、设备电量较低(20%),"## 异常进程分析报告

### 1. 进程基本信息分析
进程名称：com.tencent.qqlive
设备型号：vivo NEX 3S
系统版本：V13.0.1.0
运行时段：2025-05-07 11:48:52 至 2025-05-07 15:31:40

### 2. 运行时间异常分析
前台运行时长：196.5分钟
后台运行时长：26.3分钟
⚠️ 前台运行时间异常：超过正常阈值，可能影响用户体验和电池续航。

### 3. 能耗异常分析
前台能耗：1611mAh
后台能耗：502mAh
前台单位时间能耗：491.95mAh/小时
后台单位时间能耗：1144.52mAh/小时
总单位时间能耗：569.03mAh/小时
⚠️ 能耗异常：总能耗超过正常范围，建议检查应用行为。
⚠️ 单位时间能耗异常：能耗效率低下，可能存在性能问题。

### 4. 设备状态分析
设备电量：20%
屏幕状态：开启
⚠️ 电量状态：设备电量较低，高能耗应用可能加速电量消耗。

### 5. 异常原因总结
异常分数：-0.0428 (分数越低越异常)
检测到的异常特征：前台运行时间过长(3.27小时)、前台能耗过高(1611mAh)、后台能耗过高(502mAh)、前台单位时间能耗过高(491.95mAh/小时)、后台单位时间能耗过高(1144.52mAh/小时)、总单位时间能耗过高(569.03mAh/小时)、设备电量较低(20%)

### 6. 优化建议
- 建议优化前台运行逻辑，减少不必要的前台时间
- 建议优化算法和资源使用，提高能耗效率
- 建议在低电量时限制高能耗操作
"
